"Date","Price","Open","High","Low","Vol.","Change %"
"02-04-2019","4.580","4.580","4.580","4.580","","0.00%"
"01-04-2019","4.580","4.580","4.580","4.580","","-0.43%"
"29-03-2019","4.600","4.600","4.600","4.600","","0.11%"
"28-03-2019","4.595","4.595","4.595","4.595","","-0.11%"
"27-03-2019","4.600","4.600","4.600","4.600","","0.00%"
"26-03-2019","4.600","4.600","4.600","4.600","","0.00%"
"25-03-2019","4.600","4.600","4.600","4.600","","-0.43%"
"22-03-2019","4.620","4.620","4.620","4.620","","-2.33%"
"21-03-2019","4.730","4.730","4.730","4.730","","-4.44%"
"20-03-2019","4.950","4.950","4.950","4.950","0.03K","-1.00%"
"19-03-2019","5.000","5.000","5.000","5.000","","-3.01%"
"18-03-2019","5.155","5.155","5.155","5.155","","-13.29%"
"15-03-2019","5.945","5.945","5.945","5.945","","0.00%"
"14-03-2019","5.945","5.945","5.945","5.945","","-0.17%"
"13-03-2019","5.955","5.955","5.955","5.955","","-0.33%"
"12-03-2019","5.975","5.975","5.975","5.975","","0.00%"
"11-03-2019","5.975","5.975","5.975","5.975","","-0.17%"
"08-03-2019","5.985","5.985","5.985","5.985","","-0.25%"
"07-03-2019","6.000","6.000","6.000","6.000","","-0.58%"
"06-03-2019","6.035","6.035","6.035","6.035","","-0.17%"
"05-03-2019","6.045","6.045","6.045","6.045","","-0.33%"
"04-03-2019","6.065","6.065","6.065","6.065","","-0.90%"
"01-03-2019","6.120","6.120","6.120","6.120","","-0.08%"
"28-02-2019","6.125","6.125","6.125","6.125","","-0.41%"
"27-02-2019","6.150","6.150","6.150","6.150","","-0.08%"
"26-02-2019","6.155","6.155","6.155","6.155","","0.00%"
"25-02-2019","6.155","6.155","6.155","6.155","","-1.20%"
"22-02-2019","6.230","6.230","6.230","6.230","","-0.32%"
"21-02-2019","6.250","6.250","6.250","6.250","","-3.10%"
"20-02-2019","6.450","6.450","6.450","6.450","","-0.69%"
"19-02-2019","6.495","6.495","6.495","6.495","","-10.78%"
"15-02-2019","7.280","7.280","7.280","7.280","","0.00%"
"14-02-2019","7.280","7.280","7.280","7.280","","0.00%"
"13-02-2019","7.280","7.280","7.280","7.280","","-0.21%"
"12-02-2019","7.295","7.295","7.295","7.295","","0.00%"
"11-02-2019","7.295","7.295","7.295","7.295","","-0.21%"
"08-02-2019","7.310","7.310","7.310","7.310","","0.00%"
"07-02-2019","7.310","7.310","7.310","7.310","","0.14%"
"06-02-2019","7.300","7.300","7.300","7.300","","0.00%"
"05-02-2019","7.300","7.300","7.300","7.300","","0.00%"
"04-02-2019","7.300","7.300","7.300","7.300","","1.39%"
"01-02-2019","7.200","7.200","7.200","7.200","","-2.04%"
"31-01-2019","7.350","7.350","7.350","7.350","","-0.20%"
"30-01-2019","7.365","7.365","7.365","7.365","","-1.87%"
"29-01-2019","7.505","7.505","7.505","7.505","","-2.47%"
"28-01-2019","7.695","7.695","7.695","7.695","","-1.28%"
"25-01-2019","7.795","7.795","7.795","7.795","","-2.87%"
"24-01-2019","8.025","8.025","8.025","8.025","","-1.53%"
"23-01-2019","8.150","8.150","8.150","8.150","","0.06%"
"22-01-2019","8.145","8.145","8.145","8.145","","-2.46%"
"18-01-2019","8.350","8.350","8.350","8.350","","0.54%"
"17-01-2019","8.305","8.305","8.305","8.305","","2.85%"
"16-01-2019","8.075","8.075","8.075","8.075","","-8.08%"
"15-01-2019","8.785","8.785","8.785","8.785","","-0.06%"
"14-01-2019","8.790","8.790","8.790","8.790","","0.00%"
"11-01-2019","8.790","8.790","8.790","8.790","","-0.06%"
"10-01-2019","8.795","8.795","8.795","8.795","","0.80%"
"09-01-2019","8.725","8.725","8.725","8.725","","-1.08%"
"08-01-2019","8.820","8.820","8.820","8.820","","-0.11%"
"07-01-2019","8.830","8.830","8.830","8.830","","-0.62%"
"04-01-2019","8.885","8.885","8.885","8.885","","-0.67%"
"03-01-2019","8.945","8.945","8.945","8.945","","-0.28%"
"02-01-2019","8.970","8.970","8.970","8.970","","-0.28%"
"31-12-2018","8.995","8.995","8.995","8.995","","-0.33%"
"28-12-2018","9.025","9.025","9.025","9.025","","-0.06%"
"27-12-2018","9.030","9.030","9.030","9.030","","-0.71%"
"26-12-2018","9.095","9.095","9.095","9.095","","-0.05%"
"24-12-2018","9.100","9.100","9.100","9.100","","0.00%"
"21-12-2018","9.100","9.100","9.100","9.100","","-0.27%"
"20-12-2018","9.125","9.125","9.125","9.125","","-1.83%"
"19-12-2018","9.295","9.295","9.295","9.295","","0.43%"
"18-12-2018","9.255","9.255","9.255","9.255","","-3.59%"
"17-12-2018","9.600","9.600","9.600","9.600","","1.05%"
"14-12-2018","9.500","9.500","9.500","9.500","","0.05%"
"13-12-2018","9.495","9.495","9.495","9.495","","0.00%"
"12-12-2018","9.495","9.495","9.495","9.495","","0.00%"
"11-12-2018","9.495","9.495","9.495","9.495","","-0.05%"
"10-12-2018","9.500","9.500","9.500","9.500","","-0.21%"
"07-12-2018","9.520","9.520","9.520","9.520","","-0.16%"
"06-12-2018","9.535","9.535","9.535","9.535","","-1.40%"
"05-12-2018","9.670","9.670","9.670","9.670","","-0.82%"
"04-12-2018","9.750","9.750","9.750","9.750","","-0.56%"
"03-12-2018","9.805","9.805","9.805","9.805","","0.00%"
"30-11-2018","9.805","9.805","9.805","9.805","","-0.81%"
"29-11-2018","9.885","9.885","9.885","9.885","","-0.05%"
"28-11-2018","9.890","9.890","9.890","9.890","","-0.90%"
"27-11-2018","9.980","9.980","9.980","9.980","","-1.82%"
"26-11-2018","10.165","10.165","10.165","10.165","","-1.79%"
"23-11-2018","10.350","10.350","10.350","10.350","","2.17%"
"21-11-2018","10.130","10.130","10.130","10.130","0.03K","-0.69%"
"20-11-2018","10.200","10.200","10.200","10.200","","-1.92%"
"19-11-2018","10.400","10.400","10.400","10.400","","-3.44%"
"16-11-2018","10.770","10.770","10.770","10.770","","2.77%"
"15-11-2018","10.480","10.480","10.480","10.480","","-0.05%"
"14-11-2018","10.485","10.485","10.485","10.485","","-0.05%"
"13-11-2018","10.490","10.490","10.490","10.490","","0.00%"
"12-11-2018","10.490","10.490","10.490","10.490","","0.05%"
"09-11-2018","10.485","10.485","10.485","10.485","","-0.14%"
"08-11-2018","10.500","10.500","10.500","10.500","","-0.05%"
"07-11-2018","10.505","10.505","10.505","10.505","","-0.52%"
"06-11-2018","10.560","10.560","10.560","10.560","","0.00%"
"05-11-2018","10.560","10.560","10.560","10.560","","-0.05%"
"02-11-2018","10.565","10.565","10.565","10.565","","1.25%"
"01-11-2018","10.435","10.435","10.435","10.435","","-0.38%"
"31-10-2018","10.475","10.475","10.475","10.475","","-0.95%"
"30-10-2018","10.575","10.575","10.575","10.575","","-0.05%"
"29-10-2018","10.580","10.580","10.580","10.580","","-0.19%"
"26-10-2018","10.600","10.600","10.600","10.600","","2.17%"
"25-10-2018","10.375","10.375","10.375","10.375","","-0.19%"
"24-10-2018","10.395","10.395","10.395","10.395","","-1.70%"
"23-10-2018","10.575","10.575","10.575","10.575","","-2.58%"
"22-10-2018","10.855","10.855","10.855","10.855","","-0.60%"
"19-10-2018","10.920","10.920","10.920","10.920","","1.77%"
"18-10-2018","10.730","10.730","10.730","10.730","0.30K","0.75%"
"17-10-2018","10.650","10.650","10.650","10.650","","-1.34%"
"16-10-2018","10.795","10.795","10.795","10.795","","-2.88%"
"15-10-2018","11.115","11.115","11.115","11.115","","-0.04%"
"12-10-2018","11.120","11.120","11.120","11.120","","-0.36%"
"11-10-2018","11.160","11.160","11.160","11.160","","-0.45%"
