Feature,Shock,Mean_Δ,Std_Δ,Mean_Pred_Baseline,Mean_Pred_Shocked
Gas_Imports_momentum_3m,-20%,-18.629713518518557,29.692370837185777,6585.587981901232,6566.958268382713
Gas_Imports_momentum_3m,+20%,32.72596283950619,87.98538920475413,6585.587981901232,6618.313944740738
TTF_Gas_Price_EUR_trend_12m,-20%,-0.011583333333368905,0.03276261419507731,6585.587981901232,6585.576398567898
TTF_Gas_Price_EUR_trend_12m,+20%,0.0871299999999893,0.24644085537910526,6585.587981901232,6585.6751119012315
